Unnamed: 0,DRNumber,DateReported,DateOccured,TimeOccured,AreaCode,AreaName,ReportedDistrictNumber,CrimeClassification,CrimeCode,CrimeCodeDescription,Mocodes,VictimAge,VictimSex,VictimDescent,PremisCode,PremisDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Crm Cd 1,SecondaryCrimeCode,TertieryCrimeCode,QuartinaryCrimeCode,location,Cross Street,LatitudeCoordinates,longitudeCoordinates
1000064,241608689,2024-06-02,2024-06-02,21:30,16,Foothill,1642,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,42.0,Female,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10200 ONEIDA AV,Unknown,34.2566,-118.4225
1000065,241007732,2024-04-13,2024-04-13,10:54,10,West Valley,1015,Indictable Offence,350,"THEFT, PERSON",0345 0377 0344 1822,42.0,Female,Other,102.0,SIDEWALK,No Weapon Recorded,No Weapon Used,IC,Invest Cont,350.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,18200 SHERMAN WY,Unknown,34.2012,-118.5296
1000066,241909646,2024-06-21,2024-06-16,10:00,19,Mission,1961,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9400 N SEPULVEDA BL,Unknown,34.2446,-118.4676
1000067,241413861,2024-10-06,2024-10-05,18:35,14,Pacific,1403,Indictable Offence,480,BIKE - STOLEN,0344,26.0,Male,White,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,480.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11000 NATIONAL BL,Unknown,34.0301,-118.4272
1000068,242113057,2024-11-11,2024-11-10,12:00,21,Topanga,2107,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,19.0,Female,Hispanic/Latin/Mexican,207.0,BAR/COCKTAIL/NIGHTCLUB,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,20900 ROSCOE BL,Unknown,34.2234,-118.5932
1000069,240316932,2024-12-11,2024-12-06,20:00,3,Southwest,363,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,25.0,Female,Black,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3700 SANTA ROSALIA DR,Unknown,34.0077,-118.3383
1000070,240308033,2024-03-20,2024-03-20,06:15,3,Southwest,393,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0216 0302 0416 1309 1822,42.0,Male,Hispanic/Latin/Mexican,102.0,SIDEWALK,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AO,Adult Other,230.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,43RD ST,DEGNAN                       BL,34.006,-118.3314
1000071,241011281,2024-09-26,2024-09-26,10:30,10,West Valley,1011,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,19300 WYANDOTTE ST,Unknown,34.2029,-118.5535
1000072,241305684,2024-02-06,2024-02-02,04:00,13,Newton,1377,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5300 LONG BEACH AV,Unknown,33.9947,-118.2432
1000073,240711616,2024-09-26,2024-09-25,18:00,7,Wilshire,752,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 STEARNS DR,Unknown,34.0587,-118.3681
1000074,241217759,2024-12-05,2024-12-05,07:00,12,77th Street,1259,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7800 STANFORD AV,Unknown,33.9684,-118.263
1000075,241308315,2024-04-12,2024-04-07,01:00,13,Newton,1313,Indictable Offence,330,BURGLARY FROM VEHICLE,0344 1609 1300,28.0,Male,White,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1100 E 18TH ST,Unknown,34.0262,-118.2518
1000076,241912682,2024-10-28,2024-10-26,19:00,19,Mission,1984,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8400 WILLIS AV,Unknown,34.2231,-118.4553
1000077,241110994,2024-09-26,2024-09-25,18:30,11,Northeast,1123,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,DOVER,REVERE,34.124,-118.2622
1000078,241205015,2024-01-17,2024-01-16,18:30,12,77th Street,1273,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1400 W 87TH ST,Unknown,33.959,-118.3003
1000079,242106395,2024-02-29,2024-02-28,15:00,21,Topanga,2115,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,53.0,Female,White,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8200 TOPANGA CANYON BL,Unknown,34.2176,-118.606
1000080,240411702,2024-11-25,2024-11-25,05:30,4,Hollenbeck,471,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,600 S CLARENCE ST,Unknown,34.0391,-118.2231
1000081,241514463,2024-10-05,2024-10-03,00:01,15,N Hollywood,1544,Indictable Offence,330,BURGLARY FROM VEHICLE,1822 0325 0358 0344,63.0,Male,White,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5000 LAUREL CANYON BL,Unknown,34.1613,-118.4008
1000082,242004281,2024-01-09,2024-01-08,21:30,20,Olympic,2022,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 S GRAMERCY PL,Unknown,34.069,-118.3128
1000083,240208211,2024-03-26,2024-03-25,23:30,2,Rampart,237,Indictable Offence,330,BURGLARY FROM VEHICLE,1822 1307 1609 0329 0344,30.0,Male,White,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,WITMER ST,BEVERLY,34.0622,-118.2607
1000084,241505759,2024-02-05,2024-02-03,15:00,15,N Hollywood,1517,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6600 ELMER AV,Unknown,34.1903,-118.3769
1000085,240611123,2024-08-11,2024-08-11,00:03,6,Hollywood,646,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,23.0,Female,Other,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1600 N LAS PALMAS AV,Unknown,34.0997,-118.3361
1000086,241311372,2024-07-18,2024-07-18,18:45,13,Newton,1375,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,S CENTRAL AV,E  56TH                         ST,33.9916,-118.2564
1000087,240808988,2024-06-13,2024-06-12,20:00,8,West LA,849,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,900 S SHERBOURNE DR,Unknown,34.061,-118.3793
1000088,241514370,2024-10-03,2024-10-03,09:30,15,N Hollywood,1549,Misdemeanor,888,TRESPASSING,0910 1822 2052,0.0,Non-Binary,Unknown,913.0,MTA - RED LINE - NORTH HOLLYWOOD,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5300 LANKERSHIM BL,Unknown,34.172,-118.3789
1000089,240116058,2024-08-04,2024-08-04,07:35,1,Central,119,Misdemeanor,888,TRESPASSING,0910,0.0,Non-Binary,Unknown,834.0,LA UNION STATION (NOT LINE SPECIFIC),No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,800 N ALAMEDA ST,Unknown,34.0561,-118.2375
1000090,240314591,2024-09-23,2024-09-14,11:30,3,Southwest,357,Misdemeanor,888,TRESPASSING,0910,23.0,Non-Binary,Unknown,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 EXPOSITION BL,Unknown,34.0184,-118.2952
1000091,240810512,2024-08-30,2024-06-17,16:20,8,West LA,852,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0.0,Non-Binary,Unknown,203.0,OTHER BUSINESS,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11800 SANTA MONICA BL,Unknown,34.0428,-118.4582
1000092,241405842,2024-02-12,2024-02-12,09:45,14,Pacific,1477,Misdemeanor,901,VIOLATION OF RESTRAINING ORDER,Not Available,38.0,Male,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,901.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7800 YORKTOWN AV,Unknown,33.9683,-118.3888
1000093,241607916,2024-05-04,2024-05-04,00:05,16,Foothill,1612,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,60.0,Female,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11200 DE GARMO AV,Unknown,34.2736,-118.4145
1000094,240508739,2024-05-02,2024-05-02,03:41,5,Harbor,528,Indictable Offence,310,BURGLARY,0202 0209 0344 0358 1607,0.0,Male,Other,704.0,ELEMENTARY SCHOOL,No Weapon Recorded,No Weapon Used,IC,Invest Cont,310.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1100 MAHAR AV,Unknown,33.7853,-118.2464
1000095,242112664,2024-10-16,2024-10-15,18:00,21,Topanga,2149,Misdemeanor,354,THEFT OF IDENTITY,0377 0930,59.0,Male,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6800 WINNETKA AV,Unknown,34.1938,-118.571
1000096,240809918,2024-07-29,2024-07-29,09:00,8,West LA,897,Misdemeanor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,69.0,Male,Vietnamese,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,745.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9300 NATIONAL BL,Unknown,34.0313,-118.3947
1000097,240100534,2024-01-26,2024-01-26,04:00,1,Central,135,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 1307 1310,26.0,Female,Black,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,300 S SPRING ST,Unknown,34.0503,-118.247
1000098,241911073,2024-08-21,2024-08-20,23:30,19,Mission,1966,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,AO,Adult Other,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9400 SYLMAR AV,Unknown,34.2413,-118.4477
1000099,241312235,2024-08-13,2024-08-13,15:15,13,Newton,1321,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0913,18.0,Male,Black,727.0,SHOPPING MALL (COMMON AREA),102.0,HAND GUN,IC,Invest Cont,230.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1900 MAPLE AV,Unknown,34.0289,-118.2686
1000100,241404630,2024-01-16,2024-01-16,19:20,14,Pacific,1436,Indictable Offence,210,ROBBERY,0342 0940 0352 0421 0400 0432 0542,30.0,Male,White,101.0,STREET,102.0,HAND GUN,AO,Adult Other,210.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3500 SAWTELLE BL,Unknown,34.0167,-118.4239
1000101,240212756,2024-08-07,2024-06-11,17:40,2,Rampart,205,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344,0.0,Non-Binary,Unknown,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,600 N DILLON ST,Unknown,34.0786,-118.2788
1000102,240309770,2024-04-24,2024-04-24,19:15,3,Southwest,396,Misdemeanor,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0446 0913 1814 2000,36.0,Female,Hispanic/Latin/Mexican,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,41ST ST,S  VERMONT                      AV,34.0091,-118.2916
1000103,241806660,2024-02-27,2024-02-25,22:00,18,Southeast,1861,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,22.0,Male,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11400 S HOOVER ST,Unknown,33.931,-118.287
1000104,240300623,2024-02-26,2024-02-24,00:01,3,Southwest,316,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1822 1310 1407,18.0,Male,Hispanic/Latin/Mexican,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2400 S CONGRESS AV,Unknown,34.0346,-118.3024
1000105,240304757,2024-01-15,2024-01-15,21:50,3,Southwest,399,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0104 0325 2004 2021 1402 0344 1822,23.0,Non-Binary,Unknown,403.0,DRUG STORE,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4300 S FIGUEROA ST,Unknown,34.0054,-118.2827
1000106,240812550,2024-12-13,2024-12-09,20:11,8,West LA,852,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0601 1822,0.0,Non-Binary,Unknown,203.0,OTHER BUSINESS,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11800 SANTA MONICA BL,Unknown,34.0428,-118.4582
1000107,240212074,2024-07-19,2024-07-18,18:00,2,Rampart,249,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6TH ST,BIXEL                        ST,34.054,-118.262
1000108,241708375,2024-04-16,2024-04-12,21:00,17,Devonshire,1708,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,12500 MCLENNAN AV,Unknown,34.297,-118.5015
1000109,241111830,2024-10-30,2024-10-26,19:00,11,Northeast,1195,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,30.0,Male,Chinese,714.0,DODGER STADIUM,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 VIN SCULLY AV,Unknown,34.0724,-118.2467
1000110,240108567,2024-03-05,2024-03-02,08:00,1,Central,162,Indictable Offence,820,ORAL COPULATION,0448 0507 1822,22.0,Male,White,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,820.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,400 W 8TH ST,Unknown,34.0445,-118.2558
1000111,241513753,2024-09-14,2024-09-14,08:45,15,N Hollywood,1549,Misdemeanor,888,TRESPASSING,1822 2052 1501 2004 0910,0.0,Non-Binary,Unknown,913.0,MTA - RED LINE - NORTH HOLLYWOOD,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5300 LANKERSHIM BL,Unknown,34.172,-118.3789
1000112,241510544,2024-05-19,2024-05-18,21:00,15,N Hollywood,1555,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11000 OTSEGO ST,Unknown,34.163,-118.3706
1000113,240700639,2024-03-26,2024-03-24,18:00,7,Wilshire,763,Indictable Offence,121,"RAPE, FORCIBLE",0500 1814 0527 1402 0913,20.0,Female,Black,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,1500 S STANLEY AV,Unknown,34.0487,-118.3618
1000114,241712914,2024-09-20,2024-08-14,10:00,17,Devonshire,1757,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,45.0,Male,Hispanic/Latin/Mexican,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,16900 DEVONSHIRE ST,Unknown,34.2575,-118.5004
1000115,241408022,2024-03-31,2024-03-31,06:00,14,Pacific,1443,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1100 VENICE BL,Unknown,33.994,-118.4527
1000116,241105695,2024-02-14,2024-02-13,23:00,11,Northeast,1183,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1600 LUCRETIA AV,Unknown,34.0824,-118.2555
1000117,240117633,2024-08-27,2024-08-27,15:40,1,Central,132,Misdemeanor,888,TRESPASSING,0910,0.0,Non-Binary,Unknown,135.0,MTA PROPERTY OR PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 S FLOWER ST,Unknown,34.0552,-118.2511
1000118,240311939,2024-07-01,2024-06-27,23:00,3,Southwest,316,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1900 W 22ND ST,Unknown,34.0364,-118.3034
1000119,241909131,2024-05-25,2024-05-09,17:00,19,Mission,1954,Indictable Offence,480,BIKE - STOLEN,0394,31.0,Male,Filipino,119.0,"PORCH, RESIDENTIAL",No Weapon Recorded,No Weapon Used,IC,Invest Cont,480.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10000 HALBRENT AV,Unknown,34.2526,-118.4662
1000120,241507380,2024-03-10,2024-03-08,17:30,15,N Hollywood,1523,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6100 WHITSETT AV,Unknown,34.1849,-118.4095
1000121,240710514,2024-08-04,2024-08-03,16:32,7,Wilshire,724,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23.0,Non-Binary,Unknown,415.0,THE GROVE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 THE GROVE DR,Unknown,34.0736,-118.3563
1000122,240804720,2024-01-19,2024-01-19,18:50,8,West LA,853,Indictable Offence,330,BURGLARY FROM VEHICLE,1300 0344 1822,30.0,Female,Other,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,PURDUE AV,SANTA MONICA                 BL,34.0455,-118.4505
1000123,241205606,2024-01-25,2024-01-17,15:00,12,77th Street,1208,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,18.0,Male,Hispanic/Latin/Mexican,506.0,ABANDONED BUILDING ABANDONED HOUSE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4700 S HOOVER ST,Unknown,34.0006,-118.2871
1000124,241607915,2024-05-04,2024-03-15,12:00,16,Foothill,1619,Misdemeanor,354,THEFT OF IDENTITY,1822 0928,51.0,Male,Other,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7400 CHANTECLAIR CT,Unknown,34.2687,-118.2947
1000125,240112700,2024-06-11,2024-06-11,07:00,1,Central,119,Misdemeanor,888,TRESPASSING,0910,0.0,Non-Binary,Unknown,834.0,LA UNION STATION (NOT LINE SPECIFIC),No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,800 N ALAMEDA ST,Unknown,34.0561,-118.2375
1000126,241309510,2024-05-20,2024-05-20,07:55,13,Newton,1341,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3700 S GRAND AV,Unknown,34.0169,-118.2783
1000127,240511867,2024-10-09,2024-10-09,05:00,5,Harbor,563,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,900 W 13TH ST,Unknown,33.7325,-118.2968
