DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240810483,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,1833,8,West LA,806,2,354,THEFT OF IDENTITY,0930,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 N  BEVERLY GLEN                 BL,,34.0956,-118.451
240406274,03/10/2024 12:00:00 AM,03/10/2024 12:00:00 AM,2013,4,Hollenbeck,471,2,890,FAILURE TO YIELD,1501,0,X,X,101,STREET,,,IC,Invest Cont,890,,,,4TH                          ST,ANDERSON,34.0422,-118.2252
241708505,04/18/2024 12:00:00 AM,04/18/2024 12:00:00 AM,1615,17,Devonshire,1745,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 2000 1813,46,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,17200    GERMAIN                      ST,,34.2624,-118.5089
241106718,03/15/2024 12:00:00 AM,03/11/2024 12:00:00 AM,848,11,Northeast,1183,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,,1600 W  SUNSET                       BL,,34.0832,-118.2572
241507110,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,2000,15,N Hollywood,1548,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0352 1822,28,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,11000    CHANDLER                     BL,,34.1681,-118.3704
241604319,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,1120,16,Foothill,1698,1,330,BURGLARY FROM VEHICLE,1609 0344,41,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,8000    WHEATLAND                    AV,,34.2165,-118.3618
240105369,01/19/2024 12:00:00 AM,01/19/2024 12:00:00 AM,1230,1,Central,152,2,888,TRESPASSING,1501 0910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240311146,05/29/2024 12:00:00 AM,05/28/2024 12:00:00 AM,2030,3,Southwest,356,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,44,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1600 W  36TH                         PL,,34.0219,-118.3061
241216542,10/25/2024 12:00:00 AM,10/25/2024 12:00:00 AM,1520,12,77th Street,1218,1,330,BURGLARY FROM VEHICLE,1609 0329 0344 0321,27,M,H,101,STREET,,,IC,Invest Cont,330,,,,800 W  57TH                         ST,,33.9905,-118.2871
241012939,12/27/2024 12:00:00 AM,11/17/2024 12:00:00 AM,1125,10,West Valley,1065,2,354,THEFT OF IDENTITY,1822 0917,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5400    NEWCASTLE                    AV,,34.1687,-118.5244
241010453,08/12/2024 12:00:00 AM,08/12/2024 12:00:00 AM,355,10,West Valley,1005,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,44,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,7700    YARMOUTH                     AV,,34.2108,-118.5197
241805123,01/24/2024 12:00:00 AM,01/21/2024 12:00:00 AM,1400,18,Southeast,1842,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 0444 0408 0913,31,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,10800 S  MAIN                         ST,,33.9383,-118.2739
241904407,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,158,19,Mission,1924,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14900    HUBBARD                      ST,,34.2856,-118.4561
241514285,10/02/2024 12:00:00 AM,10/01/2024 12:00:00 AM,1800,15,N Hollywood,1581,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12800    MOORPARK                     ST,,34.1504,-118.4117
240300678,03/18/2024 12:00:00 AM,03/18/2024 12:00:00 AM,1830,3,Southwest,358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1822 0216,19,F,A,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,440,,,,800    CHILDS                       WY,,34.0203,-118.2852
240710510,08/03/2024 12:00:00 AM,08/03/2024 12:00:00 AM,1548,7,Wilshire,737,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0344 0325 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,5200    WILSHIRE                     BL,,34.0622,-118.3429
242111125,08/20/2024 12:00:00 AM,04/01/2024 12:00:00 AM,1610,21,Topanga,2155,2,354,THEFT OF IDENTITY,0377 0928,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,22300    VICTORY                      BL,,34.1865,-118.6129
242109107,05/14/2024 12:00:00 AM,05/14/2024 12:00:00 AM,1030,21,Topanga,2185,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,5100    TOPANGA CANYON               BL,,34.1592,-118.6108
241212217,06/02/2024 12:00:00 AM,06/01/2024 12:00:00 AM,1900,12,77th Street,1231,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,4500 W  63RD                         ST,,33.9826,-118.3529
241305429,01/31/2024 12:00:00 AM,01/31/2024 12:00:00 AM,230,13,Newton,1307,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1202 2024 1813 0446 2000 0416 0429 0421 0448,71,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,700 E  7TH                          ST,,34.04,-118.2458
241106008,02/23/2024 12:00:00 AM,02/22/2024 12:00:00 AM,1010,11,Northeast,1177,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0446 0416 1212,0,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,,,,2600    IDELL                        ST,,34.0866,-118.2242
240706412,02/27/2024 12:00:00 AM,02/25/2024 12:00:00 AM,2100,7,Wilshire,777,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    WEST                         BL,,34.0425,-118.3362
242105643,02/10/2024 12:00:00 AM,02/05/2024 12:00:00 AM,756,21,Topanga,2172,2,662,"BUNCO, GRAND THEFT",1822 1202 0800,69,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,5100    CALENDA                      DR,,34.1627,-118.6379
240317145,12/21/2024 12:00:00 AM,12/19/2024 12:00:00 AM,1800,3,Southwest,359,1,330,BURGLARY FROM VEHICLE,1251 1822 0329 1307 0344,24,M,O,101,STREET,,,IC,Invest Cont,330,,,,3500 S  FLOWER                       ST,,34.0198,-118.2797
241714720,12/04/2024 12:00:00 AM,11/29/2024 12:00:00 AM,1900,17,Devonshire,1737,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,BALBOA,SAN FERNANDO MISSION,34.2721,-118.5022
240204414,01/08/2024 12:00:00 AM,01/08/2024 12:00:00 AM,1709,2,Rampart,246,2,888,TRESPASSING,0910,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
241507255,03/07/2024 12:00:00 AM,03/06/2024 12:00:00 AM,1130,15,N Hollywood,1545,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822 2001,36,F,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740,,,,RIVERSIDE,LAUREL CANYON,34.1576,-118.3965
241707658,03/27/2024 12:00:00 AM,01/23/2024 12:00:00 AM,1109,17,Devonshire,1776,2,354,THEFT OF IDENTITY,0930 0928 1822,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16900    TUPPER                       ST,,34.2394,-118.4999
241511962,07/11/2024 12:00:00 AM,06/15/2024 12:00:00 AM,1700,15,N Hollywood,1505,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,SHERMAN                      WY,LANKERSHIM                   BL,34.2012,-118.3878
241706605,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1715,17,Devonshire,1791,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0913 1814 1300 0421,39,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930,,,,8600    DE SOTO                      AV,,34.227,-118.5885
240115546,07/17/2024 12:00:00 AM,07/16/2024 12:00:00 AM,2030,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329,29,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,W  8TH,S  GRAND                        AV,34.0459,-118.2579
240606262,02/18/2024 12:00:00 AM,02/18/2024 12:00:00 AM,120,6,Hollywood,647,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 1501 0416,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,1600    VINE                         ST,,34.0998,-118.3267
240710212,07/20/2024 12:00:00 AM,07/20/2024 12:00:00 AM,850,7,Wilshire,713,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7600    BEVERLY                      BL,,34.0782,-118.3573
242106928,03/15/2024 12:00:00 AM,03/15/2024 12:00:00 AM,650,21,Topanga,2111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0421,46,F,W,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,930,,,,24500    STARLIGHT                    LN,,34.2045,-118.6559
241408554,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,30,14,Pacific,1469,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5400 W  CENTINELA                    AV,,33.9773,-118.3705
241208042,02/14/2024 12:00:00 AM,02/14/2024 12:00:00 AM,1250,12,77th Street,1258,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1210 0917 0319 0421 1822 1309,55,F,B,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930,,,,200 W  75TH                         ST,,33.9718,-118.2765
241512988,08/20/2024 12:00:00 AM,08/20/2024 12:00:00 AM,1800,15,N Hollywood,1527,1,480,BIKE - STOLEN,1822 0397 1236 0344,49,F,H,406,OTHER STORE,,,IC,Invest Cont,480,,,,11000    VICTORY                      BL,,34.1867,-118.3703
240811334,10/13/2024 12:00:00 AM,09/27/2024 12:00:00 AM,1535,8,West LA,858,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,31,M,W,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,8800    SATURN                       ST,,34.053,-118.384
241310566,06/20/2024 12:00:00 AM,06/20/2024 12:00:00 AM,1806,13,Newton,1333,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621
242106092,02/21/2024 12:00:00 AM,02/20/2024 12:00:00 AM,1200,21,Topanga,2183,2,662,"BUNCO, GRAND THEFT",0701 1202,82,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,23300    MULHOLLAND                   DR,,34.1548,-118.6333
240105955,01/27/2024 12:00:00 AM,01/27/2024 12:00:00 AM,1950,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 0913 0917 1802,41,M,H,710,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600 S  SPRING                       ST,,34.046,-118.251
240118986,09/25/2024 12:00:00 AM,09/25/2024 12:00:00 AM,600,1,Central,133,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  BROADWAY,,34.0524,-118.2467
241604896,01/30/2024 12:00:00 AM,01/30/2024 12:00:00 AM,1500,16,Foothill,1663,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1817 1402 0416 0913 0411,29,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,998.0,,,9100    TELFAIR                      AV,,34.2346,-118.3949
240108070,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1100,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,59,F,B,101,STREET,,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
240614096,12/26/2024 12:00:00 AM,12/24/2024 12:00:00 AM,1010,6,Hollywood,638,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,29,X,W,751,WEBSITE,,,IC,Invest Cont,956,,,,1700    CANYON                       DR,,34.1028,-118.3158
241510022,05/04/2024 12:00:00 AM,05/04/2024 12:00:00 AM,1030,15,N Hollywood,1548,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307 1822,22,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,11100    WEDDINGTON                   ST,,34.167,-118.3725
240109992,04/06/2024 12:00:00 AM,04/05/2024 12:00:00 AM,2323,1,Central,111,1,352,PICKPOCKET,0344,28,F,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,352,,,,400    GIN LING                     WY,,34.0652,-118.2369
241104889,01/26/2024 12:00:00 AM,01/25/2024 12:00:00 AM,823,11,Northeast,1162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,52,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,4100    SANTA MONICA                 BL,,34.0947,-118.2877
241010066,07/21/2024 12:00:00 AM,07/21/2024 12:00:00 AM,33,10,West Valley,1008,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1300 1822 0344,0,M,O,101,STREET,,,IC,Invest Cont,410,,,,16600    SATICOY                      ST,,34.2084,-118.495
240207952,03/20/2024 12:00:00 AM,02/20/2024 12:00:00 AM,2125,2,Rampart,261,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1601 0344 0913 1817,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,,,,2600 W  8TH                          ST,,34.0573,-118.2832
240811101,09/30/2024 12:00:00 AM,09/30/2024 12:00:00 AM,1525,8,West LA,857,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,420,,,,1500 S  CANFIELD                     AV,,34.0525,-118.3895
241009975,07/02/2024 12:00:00 AM,06/28/2024 12:00:00 AM,800,10,West Valley,1003,2,860,BATTERY WITH SEXUAL CONTACT,0913 0522 0400 0360,15,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,8000    YOLANDA                      AV,,34.2156,-118.5405
240116080,08/04/2024 12:00:00 AM,08/04/2024 12:00:00 AM,730,1,Central,132,2,888,TRESPASSING,0910,0,X,X,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240706969,03/11/2024 12:00:00 AM,03/09/2024 12:00:00 AM,1900,7,Wilshire,702,1,310,BURGLARY,1609 1822 0344,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,310,,,,7400    MELROSE                      AV,,34.0836,-118.3511
240411007,10/23/2024 12:00:00 AM,09/24/2024 12:00:00 AM,1445,4,Hollenbeck,469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,3400 E  4TH                          ST,,34.034,-118.1969
240907081,03/21/2024 12:00:00 AM,03/21/2024 12:00:00 AM,900,9,Van Nuys,946,1,310,BURGLARY,0358 1414 0321 1609 0344,31,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5700    RANCHITO                     AV,,34.1739,-118.4356
240913683,12/16/2024 12:00:00 AM,12/15/2024 12:00:00 AM,2200,9,Van Nuys,985,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1822,0,X,X,116,OTHER/OUTSIDE,,,IC,Invest Cont,331,,,,4500    SYLMAR                       AV,,34.153,-118.4465
241411345,07/14/2024 12:00:00 AM,07/14/2024 12:00:00 AM,237,14,Pacific,1438,1,330,BURGLARY FROM VEHICLE,0344 1300,37,F,H,710,OTHER PREMISE,,,IC,Invest Cont,330,,,,3600    MIDVALE                      AV,,34.0204,-118.4139
