Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
1.0,No,4.0,3.0,No,10.0,5.0,Extrovert
1.0,No,9.0,3.0,No,8.0,7.0,Extrovert
10.0,Yes,0.0,0.0,Yes,2.0,0.0,Introvert
11.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert
2.0,No,7.0,4.0,No,9.0,6.0,Extrovert
3.0,No,9.0,4.0,No,5.0,6.0,Extrovert
11.0,Yes,1.0,2.0,Yes,2.0,2.0,Extrovert
,Yes,0.0,1.0,Yes,2.0,0.0,Introvert
7.0,Yes,2.0,0.0,Yes,2.0,1.0,Introvert
,No,8.0,4.0,No,12.0,4.0,Extrovert
9.0,Yes,0.0,1.0,Yes,2.0,,Introvert
0.0,No,6.0,5.0,No,10.0,,Extrovert
3.0,No,9.0,6.0,No,12.0,7.0,Extrovert
6.0,Yes,0.0,1.0,Yes,4.0,1.0,Introvert
1.0,No,4.0,6.0,No,11.0,6.0,Extrovert
3.0,No,4.0,6.0,No,14.0,6.0,Extrovert
6.0,Yes,1.0,0.0,Yes,2.0,,Introvert
2.0,No,9.0,3.0,No,6.0,7.0,Extrovert
1.0,,8.0,3.0,No,5.0,9.0,Extrovert
,No,7.0,3.0,No,15.0,7.0,Extrovert
7.0,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
10.0,Yes,2.0,2.0,Yes,2.0,1.0,Extrovert
10.0,Yes,0.0,0.0,,3.0,2.0,Introvert
8.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert
3.0,No,8.0,5.0,No,11.0,6.0,Extrovert
5.0,Yes,3.0,1.0,Yes,1.0,2.0,Introvert
8.0,Yes,3.0,1.0,Yes,3.0,2.0,Introvert
3.0,No,7.0,4.0,No,13.0,3.0,Extrovert
2.0,No,5.0,6.0,No,11.0,4.0,Extrovert
0.0,No,5.0,3.0,No,14.0,5.0,Extrovert
0.0,No,,5.0,No,9.0,6.0,Extrovert
10.0,Yes,2.0,2.0,Yes,3.0,0.0,Introvert
4.0,Yes,2.0,1.0,Yes,4.0,0.0,Introvert
10.0,Yes,2.0,0.0,Yes,2.0,1.0,Introvert
0.0,No,5.0,3.0,No,8.0,6.0,Extrovert
0.0,No,6.0,6.0,No,10.0,3.0,Extrovert
1.0,No,,5.0,No,6.0,9.0,Extrovert
3.0,No,8.0,4.0,No,9.0,8.0,Extrovert
8.0,Yes,1.0,1.0,Yes,2.0,1.0,Introvert
1.0,No,9.0,3.0,No,7.0,8.0,Extrovert
9.0,Yes,0.0,0.0,Yes,3.0,0.0,Introvert
0.0,No,6.0,3.0,No,6.0,5.0,Extrovert
10.0,Yes,3.0,1.0,Yes,1.0,2.0,Introvert
3.0,No,6.0,4.0,No,,6.0,Extrovert
6.0,Yes,0.0,0.0,Yes,2.0,2.0,Introvert
10.0,Yes,2.0,1.0,Yes,2.0,1.0,Introvert
9.0,Yes,3.0,2.0,Yes,5.0,2.0,Introvert
0.0,No,5.0,3.0,No,15.0,5.0,Extrovert
0.0,No,5.0,4.0,No,11.0,,Extrovert
5.0,Yes,3.0,1.0,Yes,4.0,2.0,Introvert
9.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
3.0,No,5.0,4.0,No,10.0,6.0,Extrovert
4.0,Yes,0.0,1.0,,,0.0,Introvert
3.0,No,7.0,4.0,No,15.0,7.0,Extrovert
3.0,No,5.0,6.0,No,12.0,,Extrovert
2.0,No,8.0,6.0,No,10.0,9.0,Introvert
4.0,Yes,0.0,2.0,Yes,4.0,0.0,Introvert
0.0,No,5.0,6.0,No,13.0,8.0,Extrovert
11.0,Yes,2.0,2.0,Yes,2.0,2.0,Introvert
,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
0.0,No,6.0,6.0,,8.0,7.0,Extrovert
1.0,No,6.0,5.0,No,,9.0,Extrovert
2.0,No,5.0,4.0,No,5.0,4.0,Extrovert
0.0,No,7.0,3.0,No,8.0,7.0,Extrovert
6.0,Yes,1.0,0.0,Yes,2.0,0.0,Introvert
5.0,Yes,1.0,0.0,Yes,4.0,2.0,Introvert
1.0,No,6.0,5.0,No,13.0,3.0,Extrovert
0.0,No,5.0,3.0,No,5.0,8.0,Extrovert
5.0,Yes,3.0,,Yes,1.0,0.0,Introvert
3.0,No,8.0,6.0,No,15.0,5.0,Extrovert
8.0,Yes,2.0,1.0,Yes,,2.0,Introvert
0.0,No,7.0,5.0,No,11.0,9.0,Extrovert
5.0,Yes,3.0,0.0,Yes,5.0,1.0,Introvert
7.0,Yes,2.0,1.0,Yes,4.0,2.0,Introvert
5.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert
0.0,No,7.0,7.0,No,14.0,8.0,Introvert
2.0,No,9.0,5.0,No,14.0,7.0,Introvert
0.0,No,6.0,5.0,No,12.0,5.0,Extrovert
3.0,No,8.0,6.0,,6.0,7.0,Extrovert
3.0,No,5.0,6.0,No,7.0,4.0,Extrovert
0.0,No,4.0,5.0,No,9.0,6.0,Extrovert
10.0,Yes,0.0,0.0,Yes,5.0,,Introvert
4.0,Yes,0.0,0.0,Yes,1.0,1.0,Introvert
1.0,No,8.0,3.0,No,14.0,9.0,Extrovert
10.0,Yes,1.0,0.0,Yes,5.0,2.0,Introvert
3.0,No,6.0,4.0,No,8.0,6.0,Extrovert
7.0,Yes,1.0,2.0,Yes,4.0,2.0,Introvert
0.0,No,8.0,3.0,No,11.0,4.0,Extrovert
5.0,Yes,1.0,1.0,Yes,5.0,0.0,Introvert
3.0,No,6.0,5.0,No,13.0,8.0,Extrovert
3.0,No,6.0,5.0,No,10.0,6.0,Extrovert
2.0,No,9.0,3.0,No,10.0,,Extrovert
11.0,Yes,0.0,2.0,Yes,2.0,1.0,Introvert
3.0,No,6.0,4.0,No,13.0,3.0,Extrovert
2.0,No,5.0,4.0,No,13.0,3.0,Extrovert
3.0,No,7.0,5.0,No,13.0,5.0,Extrovert
0.0,No,8.0,4.0,No,5.0,3.0,Extrovert
2.0,No,4.0,5.0,No,8.0,3.0,Extrovert
4.0,Yes,2.0,1.0,Yes,3.0,1.0,Introvert
7.0,Yes,1.0,1.0,Yes,3.0,0.0,Extrovert
9.0,Yes,0.0,1.0,Yes,4.0,0.0,Extrovert
7.0,Yes,2.0,2.0,Yes,3.0,1.0,Extrovert
6.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
8.0,Yes,2.0,0.0,Yes,1.0,2.0,Introvert
1.0,No,7.0,6.0,No,,4.0,Extrovert
11.0,Yes,0.0,2.0,Yes,3.0,1.0,Extrovert
11.0,Yes,1.0,1.0,Yes,1.0,1.0,Introvert
1.0,No,8.0,5.0,No,8.0,5.0,Extrovert
2.0,No,6.0,7.0,No,9.0,5.0,Introvert
4.0,Yes,3.0,2.0,Yes,5.0,0.0,Introvert
8.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert
6.0,Yes,2.0,2.0,,3.0,1.0,Introvert
0.0,No,7.0,5.0,No,8.0,6.0,Extrovert
0.0,No,9.0,6.0,No,9.0,9.0,Introvert
0.0,No,9.0,6.0,No,11.0,5.0,Extrovert
1.0,No,6.0,5.0,No,6.0,6.0,Extrovert
3.0,No,7.0,3.0,No,5.0,6.0,Extrovert
1.0,No,,5.0,No,9.0,5.0,Extrovert
,Yes,0.0,1.0,Yes,1.0,0.0,Introvert
0.0,No,7.0,4.0,No,9.0,8.0,Extrovert
3.0,No,6.0,3.0,No,6.0,3.0,Extrovert
6.0,Yes,1.0,0.0,Yes,,1.0,Introvert
1.0,No,7.0,3.0,No,8.0,8.0,Extrovert
2.0,No,9.0,5.0,No,7.0,8.0,Extrovert
0.0,No,7.0,3.0,No,12.0,4.0,Extrovert
2.0,No,5.0,3.0,No,13.0,4.0,Extrovert
1.0,No,8.0,4.0,No,5.0,4.0,Extrovert
9.0,Yes,1.0,0.0,Yes,4.0,1.0,Introvert
0.0,No,8.0,4.0,No,14.0,6.0,Extrovert
0.0,No,4.0,5.0,No,5.0,6.0,Extrovert
10.0,Yes,2.0,2.0,Yes,2.0,1.0,Introvert
4.0,,2.0,1.0,Yes,4.0,1.0,Introvert
2.0,No,7.0,5.0,No,14.0,7.0,Introvert
8.0,Yes,2.0,0.0,Yes,1.0,1.0,Extrovert
2.0,No,4.0,4.0,No,8.0,6.0,Extrovert
6.0,Yes,3.0,2.0,Yes,2.0,1.0,Introvert
0.0,No,,4.0,No,7.0,8.0,Extrovert
10.0,Yes,2.0,1.0,Yes,1.0,0.0,Introvert
3.0,No,9.0,3.0,No,15.0,6.0,Extrovert
10.0,Yes,0.0,2.0,Yes,4.0,1.0,Extrovert
2.0,No,5.0,3.0,No,14.0,7.0,Extrovert
10.0,Yes,2.0,1.0,Yes,3.0,0.0,Introvert
6.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert
,Yes,0.0,0.0,Yes,4.0,0.0,Introvert
4.0,Yes,0.0,2.0,Yes,1.0,0.0,Introvert
3.0,No,6.0,3.0,No,14.0,6.0,Extrovert
0.0,No,8.0,4.0,No,14.0,8.0,Extrovert
3.0,No,9.0,3.0,No,14.0,4.0,Extrovert
2.0,No,9.0,4.0,No,7.0,6.0,Extrovert
2.0,No,8.0,5.0,No,13.0,6.0,Extrovert
2.0,No,7.0,3.0,No,15.0,3.0,Extrovert
2.0,No,5.0,5.0,No,12.0,6.0,Extrovert
0.0,No,6.0,3.0,No,13.0,4.0,Extrovert
5.0,Yes,3.0,0.0,Yes,1.0,0.0,Introvert
10.0,Yes,2.0,2.0,Yes,1.0,0.0,Introvert
9.0,Yes,0.0,2.0,Yes,2.0,2.0,Introvert
8.0,Yes,0.0,0.0,Yes,4.0,0.0,Extrovert
2.0,No,5.0,4.0,No,11.0,4.0,Extrovert
5.0,Yes,1.0,2.0,Yes,3.0,2.0,Introvert
2.0,No,8.0,6.0,No,7.0,4.0,Extrovert
1.0,No,4.0,5.0,No,12.0,5.0,Extrovert
9.0,Yes,3.0,,Yes,2.0,0.0,Introvert
4.0,Yes,0.0,1.0,Yes,3.0,0.0,Introvert
2.0,No,4.0,6.0,No,5.0,8.0,Extrovert
0.0,No,4.0,4.0,No,12.0,5.0,Extrovert
0.0,No,5.0,3.0,No,14.0,5.0,Extrovert
2.0,No,7.0,4.0,No,14.0,6.0,Extrovert
7.0,Yes,2.0,0.0,Yes,3.0,2.0,Extrovert
3.0,No,5.0,4.0,No,10.0,5.0,Extrovert
1.0,No,4.0,3.0,No,8.0,8.0,Extrovert
3.0,No,8.0,5.0,No,10.0,,Extrovert
7.0,Yes,2.0,0.0,Yes,3.0,1.0,Introvert
9.0,Yes,1.0,0.0,Yes,1.0,1.0,Introvert
9.0,Yes,0.0,0.0,Yes,5.0,0.0,Introvert
1.0,No,7.0,3.0,No,6.0,9.0,Extrovert
2.0,No,8.0,5.0,No,8.0,5.0,Extrovert
2.0,No,7.0,3.0,No,,6.0,Extrovert
7.0,Yes,3.0,2.0,Yes,2.0,2.0,Introvert
4.0,Yes,0.0,0.0,Yes,2.0,0.0,Introvert
8.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert
5.0,Yes,0.0,1.0,Yes,2.0,2.0,Introvert
3.0,No,4.0,3.0,No,9.0,7.0,Extrovert
0.0,No,7.0,7.0,No,12.0,5.0,Introvert
10.0,Yes,1.0,0.0,Yes,5.0,1.0,Introvert
2.0,No,4.0,6.0,No,11.0,5.0,Extrovert
9.0,Yes,0.0,2.0,Yes,1.0,0.0,Introvert
2.0,No,8.0,5.0,No,8.0,9.0,Extrovert
3.0,No,8.0,3.0,No,11.0,7.0,Extrovert
5.0,Yes,0.0,1.0,Yes,4.0,1.0,Introvert
1.0,No,9.0,4.0,No,5.0,8.0,Extrovert
0.0,No,9.0,5.0,No,14.0,5.0,Extrovert
7.0,Yes,2.0,2.0,Yes,4.0,1.0,Extrovert
5.0,Yes,0.0,1.0,Yes,4.0,2.0,Introvert
1.0,No,9.0,5.0,No,7.0,8.0,Extrovert
2.0,No,9.0,6.0,No,12.0,5.0,Extrovert
8.0,Yes,0.0,2.0,Yes,1.0,1.0,Introvert
4.0,Yes,2.0,2.0,Yes,2.0,2.0,Introvert
1.0,No,4.0,3.0,No,6.0,4.0,Extrovert
2.0,No,8.0,4.0,No,5.0,4.0,Extrovert
8.0,Yes,3.0,2.0,Yes,5.0,0.0,Introvert
0.0,No,8.0,3.0,No,11.0,4.0,Extrovert
4.0,Yes,2.0,0.0,Yes,5.0,1.0,Introvert
4.0,Yes,2.0,2.0,Yes,2.0,0.0,Introvert
10.0,Yes,0.0,0.0,Yes,1.0,1.0,Introvert
4.0,Yes,2.0,0.0,Yes,3.0,0.0,Introvert
6.0,Yes,2.0,0.0,Yes,5.0,2.0,Introvert
11.0,Yes,1.0,0.0,Yes,4.0,0.0,Introvert
3.0,No,4.0,3.0,No,13.0,,Extrovert
11.0,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
9.0,Yes,0.0,2.0,Yes,5.0,2.0,Introvert
2.0,No,5.0,3.0,No,7.0,5.0,Extrovert
0.0,No,9.0,4.0,No,13.0,4.0,Extrovert
2.0,No,5.0,6.0,No,12.0,8.0,Extrovert
9.0,Yes,3.0,2.0,Yes,,2.0,Introvert
7.0,Yes,,0.0,Yes,1.0,0.0,Introvert
5.0,Yes,1.0,0.0,Yes,5.0,1.0,Introvert
10.0,Yes,3.0,0.0,Yes,3.0,1.0,Introvert
8.0,Yes,2.0,2.0,Yes,3.0,1.0,Introvert
9.0,Yes,3.0,2.0,Yes,4.0,2.0,Introvert
7.0,Yes,3.0,2.0,Yes,,2.0,Introvert
6.0,,3.0,,Yes,3.0,1.0,Introvert
9.0,Yes,3.0,0.0,Yes,1.0,2.0,Introvert
7.0,Yes,1.0,0.0,Yes,1.0,0.0,Introvert
5.0,Yes,1.0,0.0,Yes,5.0,1.0,Introvert
7.0,Yes,0.0,0.0,Yes,1.0,2.0,Extrovert
0.0,No,6.0,6.0,No,15.0,9.0,Extrovert
0.0,No,7.0,7.0,No,11.0,6.0,Introvert
0.0,No,5.0,,No,11.0,9.0,Extrovert
2.0,No,8.0,6.0,No,14.0,6.0,Extrovert
5.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert
0.0,No,8.0,5.0,No,10.0,5.0,Extrovert
10.0,Yes,0.0,0.0,Yes,3.0,0.0,Extrovert
9.0,Yes,3.0,,Yes,4.0,2.0,Introvert
,Yes,3.0,0.0,Yes,2.0,1.0,Introvert
1.0,No,7.0,5.0,No,14.0,9.0,Extrovert
8.0,Yes,2.0,1.0,Yes,1.0,1.0,Extrovert
9.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert
6.0,Yes,1.0,0.0,Yes,1.0,1.0,Introvert
8.0,Yes,3.0,0.0,Yes,,1.0,Introvert
0.0,No,6.0,6.0,No,11.0,8.0,Extrovert
1.0,No,8.0,5.0,No,8.0,9.0,Extrovert
10.0,Yes,1.0,1.0,Yes,5.0,0.0,Introvert
7.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
1.0,No,9.0,3.0,No,9.0,5.0,Extrovert
10.0,Yes,0.0,1.0,Yes,2.0,1.0,Introvert
4.0,Yes,3.0,,Yes,3.0,2.0,Introvert
0.0,No,8.0,4.0,No,6.0,4.0,Extrovert
3.0,No,6.0,3.0,No,10.0,7.0,Extrovert
3.0,No,9.0,6.0,No,15.0,6.0,Extrovert
3.0,No,6.0,,No,15.0,,Extrovert
0.0,No,8.0,6.0,No,11.0,5.0,Introvert
10.0,Yes,2.0,0.0,Yes,5.0,0.0,Introvert
2.0,No,7.0,5.0,No,15.0,7.0,Extrovert
6.0,Yes,1.0,2.0,Yes,4.0,0.0,Introvert
6.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
11.0,Yes,3.0,2.0,Yes,3.0,1.0,Introvert
6.0,Yes,2.0,0.0,Yes,5.0,0.0,Introvert
5.0,Yes,2.0,0.0,Yes,4.0,0.0,Introvert
8.0,Yes,2.0,2.0,Yes,3.0,1.0,Introvert
5.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
2.0,No,8.0,5.0,No,13.0,7.0,Introvert
3.0,No,8.0,5.0,No,15.0,7.0,Extrovert
11.0,Yes,2.0,2.0,Yes,1.0,2.0,Extrovert
1.0,No,4.0,4.0,No,8.0,8.0,Extrovert
0.0,,9.0,5.0,No,15.0,7.0,Extrovert
1.0,No,6.0,5.0,No,10.0,4.0,Extrovert
11.0,Yes,2.0,2.0,Yes,5.0,0.0,Introvert
2.0,No,4.0,5.0,No,13.0,3.0,Extrovert
1.0,No,5.0,4.0,No,7.0,3.0,Extrovert
3.0,No,7.0,3.0,No,12.0,6.0,Extrovert
9.0,Yes,1.0,1.0,Yes,1.0,0.0,Introvert
9.0,Yes,1.0,1.0,Yes,4.0,1.0,Introvert
11.0,,0.0,2.0,Yes,3.0,2.0,Introvert
10.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert
1.0,No,6.0,6.0,No,12.0,4.0,Extrovert
1.0,No,8.0,3.0,No,6.0,7.0,Extrovert
4.0,Yes,1.0,1.0,Yes,4.0,1.0,Introvert
1.0,No,6.0,6.0,No,12.0,5.0,Extrovert
1.0,No,7.0,6.0,No,12.0,4.0,Extrovert
9.0,Yes,0.0,,Yes,3.0,2.0,Introvert
11.0,Yes,0.0,2.0,Yes,3.0,0.0,Introvert
10.0,Yes,3.0,2.0,Yes,1.0,2.0,Introvert
6.0,Yes,3.0,0.0,Yes,2.0,0.0,Introvert
10.0,Yes,,2.0,,1.0,2.0,Introvert
10.0,Yes,0.0,1.0,Yes,4.0,2.0,Introvert
8.0,Yes,2.0,0.0,Yes,1.0,1.0,Introvert
9.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert
1.0,No,7.0,4.0,No,6.0,5.0,Extrovert
7.0,Yes,1.0,1.0,Yes,2.0,2.0,Introvert
9.0,Yes,1.0,1.0,Yes,1.0,2.0,Extrovert
4.0,Yes,3.0,,Yes,3.0,1.0,Introvert
3.0,No,8.0,4.0,No,12.0,6.0,Extrovert
5.0,Yes,2.0,0.0,Yes,4.0,,Introvert
8.0,Yes,3.0,0.0,Yes,2.0,1.0,Introvert
3.0,No,5.0,6.0,No,10.0,9.0,Extrovert
3.0,No,9.0,4.0,No,11.0,5.0,Extrovert
3.0,No,9.0,6.0,No,9.0,8.0,Extrovert
5.0,Yes,3.0,1.0,Yes,3.0,1.0,Introvert
10.0,Yes,0.0,0.0,Yes,2.0,0.0,Introvert
2.0,No,5.0,3.0,No,12.0,4.0,Extrovert
0.0,No,9.0,3.0,No,13.0,4.0,Extrovert
11.0,Yes,2.0,2.0,Yes,4.0,0.0,Extrovert
1.0,,8.0,3.0,No,13.0,6.0,Extrovert
5.0,Yes,2.0,,Yes,2.0,0.0,Introvert
3.0,No,4.0,5.0,No,10.0,5.0,Extrovert
7.0,Yes,2.0,0.0,Yes,3.0,1.0,Introvert
0.0,No,7.0,6.0,No,8.0,5.0,Introvert
4.0,Yes,3.0,1.0,Yes,5.0,0.0,Introvert
0.0,No,4.0,3.0,No,10.0,5.0,Extrovert
8.0,Yes,0.0,1.0,Yes,4.0,2.0,Introvert
0.0,No,6.0,5.0,No,11.0,5.0,Introvert
2.0,No,9.0,6.0,No,9.0,8.0,Extrovert
6.0,Yes,3.0,2.0,Yes,5.0,1.0,Introvert
1.0,No,9.0,6.0,No,10.0,9.0,Extrovert
11.0,Yes,1.0,0.0,Yes,3.0,1.0,Introvert
2.0,No,6.0,6.0,No,5.0,5.0,Extrovert
2.0,No,,5.0,No,9.0,8.0,Extrovert
7.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
9.0,Yes,0.0,1.0,Yes,4.0,2.0,Introvert
10.0,Yes,1.0,0.0,Yes,5.0,2.0,Introvert
5.0,Yes,1.0,0.0,Yes,4.0,0.0,Introvert
0.0,No,9.0,6.0,No,5.0,3.0,Extrovert
0.0,No,7.0,6.0,No,14.0,7.0,Introvert
2.0,No,8.0,,No,12.0,5.0,Extrovert
,Yes,2.0,2.0,Yes,5.0,2.0,Introvert
0.0,No,4.0,6.0,No,13.0,7.0,Extrovert
8.0,Yes,1.0,2.0,Yes,3.0,0.0,Extrovert
0.0,No,9.0,5.0,No,6.0,7.0,Extrovert
1.0,No,9.0,4.0,No,15.0,,Extrovert
9.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
7.0,Yes,2.0,0.0,Yes,4.0,1.0,Introvert
3.0,No,8.0,5.0,No,,8.0,Extrovert
0.0,No,4.0,6.0,No,13.0,8.0,Extrovert
2.0,No,4.0,6.0,No,7.0,5.0,Extrovert
5.0,Yes,3.0,0.0,Yes,4.0,0.0,Introvert
0.0,No,9.0,3.0,No,13.0,5.0,Extrovert
1.0,No,7.0,3.0,No,15.0,4.0,Extrovert
9.0,Yes,2.0,2.0,Yes,3.0,2.0,Introvert
4.0,Yes,0.0,1.0,Yes,5.0,0.0,Introvert
7.0,Yes,2.0,1.0,Yes,3.0,0.0,Extrovert
0.0,No,8.0,6.0,No,7.0,8.0,Extrovert
9.0,Yes,2.0,0.0,Yes,2.0,1.0,Extrovert
6.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
11.0,Yes,0.0,1.0,Yes,1.0,1.0,Extrovert
9.0,Yes,2.0,1.0,Yes,4.0,1.0,Introvert
9.0,Yes,2.0,0.0,Yes,3.0,1.0,Introvert
5.0,Yes,0.0,2.0,Yes,,1.0,Introvert
0.0,No,7.0,4.0,No,5.0,3.0,Extrovert
10.0,Yes,1.0,0.0,Yes,4.0,1.0,Extrovert
3.0,No,6.0,4.0,No,12.0,5.0,Extrovert
7.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert
2.0,No,7.0,6.0,No,12.0,4.0,Extrovert
7.0,Yes,1.0,2.0,Yes,1.0,2.0,Introvert
3.0,No,7.0,,No,12.0,9.0,Extrovert
9.0,Yes,0.0,0.0,Yes,2.0,2.0,Introvert
5.0,Yes,3.0,1.0,Yes,2.0,0.0,Introvert
5.0,Yes,3.0,1.0,Yes,3.0,2.0,Introvert
11.0,Yes,0.0,2.0,Yes,2.0,2.0,Introvert
3.0,No,4.0,5.0,No,7.0,6.0,Extrovert
0.0,No,8.0,6.0,No,14.0,9.0,Extrovert
5.0,Yes,2.0,2.0,Yes,2.0,2.0,Introvert
3.0,No,4.0,4.0,No,13.0,4.0,Extrovert
9.0,Yes,2.0,1.0,Yes,5.0,0.0,Introvert
3.0,No,4.0,6.0,No,10.0,7.0,Extrovert
1.0,No,8.0,3.0,No,8.0,8.0,Extrovert
8.0,Yes,0.0,2.0,Yes,2.0,0.0,Extrovert
9.0,Yes,0.0,0.0,Yes,1.0,1.0,Introvert
0.0,No,9.0,3.0,No,15.0,,Extrovert
,No,7.0,5.0,No,6.0,7.0,Extrovert
7.0,Yes,2.0,1.0,Yes,,1.0,Introvert
5.0,Yes,0.0,0.0,Yes,3.0,0.0,Introvert
3.0,No,8.0,4.0,No,,9.0,Extrovert
0.0,No,6.0,3.0,No,,7.0,Extrovert
0.0,No,4.0,5.0,No,6.0,3.0,Extrovert
3.0,No,7.0,5.0,No,15.0,6.0,Extrovert
3.0,No,7.0,5.0,No,14.0,7.0,Extrovert
6.0,Yes,3.0,2.0,Yes,5.0,0.0,Introvert
9.0,Yes,3.0,1.0,Yes,1.0,2.0,Introvert
10.0,Yes,1.0,,Yes,2.0,2.0,Introvert
2.0,No,7.0,3.0,No,,9.0,Extrovert
9.0,Yes,3.0,0.0,Yes,1.0,0.0,Introvert
0.0,No,5.0,4.0,No,14.0,7.0,Extrovert
2.0,No,4.0,4.0,No,10.0,5.0,Extrovert
0.0,,9.0,5.0,No,5.0,3.0,Extrovert
9.0,Yes,1.0,0.0,,1.0,1.0,Introvert
0.0,No,9.0,3.0,No,10.0,,Extrovert
9.0,Yes,1.0,2.0,Yes,5.0,2.0,Introvert
1.0,No,8.0,5.0,No,5.0,9.0,Extrovert
2.0,No,8.0,5.0,No,8.0,6.0,Introvert
8.0,Yes,1.0,1.0,Yes,1.0,2.0,Introvert
0.0,No,5.0,4.0,No,9.0,4.0,Extrovert
7.0,Yes,1.0,1.0,Yes,3.0,1.0,Introvert
5.0,Yes,3.0,0.0,Yes,1.0,1.0,Introvert
1.0,No,8.0,5.0,No,,9.0,Extrovert
2.0,No,6.0,5.0,No,7.0,3.0,Extrovert
2.0,No,6.0,6.0,No,8.0,5.0,Extrovert
3.0,No,5.0,6.0,No,12.0,7.0,Extrovert
0.0,No,4.0,5.0,No,15.0,4.0,Extrovert
4.0,Yes,2.0,0.0,Yes,2.0,1.0,Introvert
8.0,,3.0,2.0,Yes,4.0,2.0,Introvert
11.0,Yes,3.0,1.0,Yes,4.0,0.0,Introvert
10.0,Yes,2.0,2.0,Yes,1.0,2.0,Extrovert
2.0,No,9.0,6.0,No,12.0,9.0,Extrovert
6.0,Yes,,0.0,Yes,5.0,1.0,Introvert
11.0,Yes,2.0,2.0,Yes,2.0,0.0,Introvert
0.0,No,6.0,4.0,No,14.0,8.0,Extrovert
5.0,Yes,1.0,0.0,Yes,5.0,0.0,Introvert
2.0,No,7.0,4.0,No,15.0,8.0,Extrovert
0.0,No,,4.0,No,10.0,4.0,Extrovert
0.0,No,9.0,6.0,No,8.0,7.0,Extrovert
10.0,Yes,1.0,1.0,Yes,2.0,2.0,Introvert
3.0,No,5.0,6.0,No,13.0,7.0,Extrovert
1.0,No,7.0,4.0,No,12.0,5.0,Extrovert
2.0,No,6.0,,No,15.0,5.0,Extrovert
0.0,No,7.0,5.0,No,8.0,3.0,Extrovert
0.0,No,6.0,3.0,No,10.0,8.0,Extrovert
2.0,No,9.0,3.0,No,8.0,,Extrovert
11.0,Yes,2.0,2.0,Yes,5.0,2.0,Introvert
1.0,No,6.0,3.0,No,11.0,8.0,Extrovert
,No,5.0,3.0,No,15.0,3.0,Extrovert
4.0,Yes,2.0,1.0,Yes,3.0,0.0,Introvert
2.0,No,8.0,5.0,No,8.0,9.0,Extrovert
1.0,No,4.0,6.0,No,6.0,7.0,Extrovert
3.0,No,4.0,4.0,No,14.0,3.0,Extrovert
1.0,No,7.0,5.0,No,14.0,8.0,Introvert
9.0,Yes,2.0,1.0,Yes,2.0,2.0,Introvert
2.0,No,6.0,3.0,No,9.0,8.0,Extrovert
0.0,No,4.0,6.0,No,6.0,6.0,Extrovert
4.0,Yes,1.0,1.0,Yes,3.0,2.0,Introvert
3.0,No,4.0,5.0,No,6.0,,Extrovert
0.0,No,6.0,4.0,No,10.0,3.0,Extrovert
3.0,No,6.0,5.0,,14.0,6.0,Extrovert
3.0,No,8.0,6.0,No,11.0,8.0,Extrovert
5.0,Yes,1.0,2.0,Yes,3.0,,Introvert
10.0,Yes,2.0,2.0,Yes,4.0,0.0,Introvert
9.0,Yes,2.0,0.0,Yes,5.0,0.0,Introvert
3.0,No,7.0,3.0,No,12.0,7.0,Extrovert
5.0,Yes,3.0,1.0,Yes,5.0,2.0,Introvert
7.0,Yes,0.0,1.0,Yes,2.0,2.0,Introvert
8.0,Yes,3.0,0.0,Yes,5.0,,Introvert
2.0,No,7.0,5.0,No,8.0,,Extrovert
0.0,No,5.0,3.0,No,9.0,5.0,Extrovert
10.0,,3.0,0.0,Yes,4.0,0.0,Introvert
9.0,Yes,2.0,1.0,Yes,2.0,0.0,Introvert
1.0,No,7.0,4.0,No,7.0,9.0,Extrovert
5.0,Yes,0.0,2.0,Yes,5.0,1.0,Introvert
7.0,Yes,3.0,2.0,,4.0,0.0,Introvert
10.0,Yes,2.0,2.0,Yes,4.0,2.0,Introvert
10.0,Yes,0.0,0.0,Yes,4.0,1.0,Introvert
5.0,Yes,0.0,2.0,Yes,3.0,0.0,Introvert
